         time:2025-10-10, 14:04:57,         batch_size:2,         trainable_parameters_num:494032768,         warmup_steps:300,         max_lr:1e-06,         min_lr:1e-07
             time:2025-10-10, 15:03:57,             iters:200,             iters_average_Loss:0.6921
             time:2025-10-10, 15:41:32,             iters:12000,             iters_average_Loss:0.6902
             time:2025-10-10, 15:42:10,             iters:12200,             iters_average_Loss:0.6905
             time:2025-10-10, 15:42:48,             iters:12400,             iters_average_Loss:0.6910
             time:2025-10-10, 15:43:27,             iters:12600,             iters_average_Loss:0.6901
             time:2025-10-10, 15:44:05,             iters:12800,             iters_average_Loss:0.6902
             time:2025-10-10, 15:44:44,             iters:13000,             iters_average_Loss:0.6906
             time:2025-10-10, 15:45:22,             iters:13200,             iters_average_Loss:0.6891
             time:2025-10-10, 15:46:00,             iters:13400,             iters_average_Loss:0.6905
             time:2025-10-10, 15:46:38,             iters:13600,             iters_average_Loss:0.6906
             time:2025-10-10, 15:47:16,             iters:13800,             iters_average_Loss:0.6880
             time:2025-10-10, 15:47:55,             iters:14000,             iters_average_Loss:0.6904
             time:2025-10-10, 15:48:33,             iters:14200,             iters_average_Loss:0.6889
             time:2025-10-10, 15:49:11,             iters:14400,             iters_average_Loss:0.6880
             time:2025-10-10, 15:49:50,             iters:14600,             iters_average_Loss:0.6884
             time:2025-10-10, 15:50:28,             iters:14800,             iters_average_Loss:0.6896
             time:2025-10-10, 15:51:05,             iters:15000,             iters_average_Loss:0.6883
